t,mode,link_ok,erpm_left,erpm_right,motor_current,gyro_z,compass_heading,est_x,est_y,est_heading,gt_x,gt_y,gt_heading
56.9,RECORDING,1,1748.07,1739.3,13.738,0.0078,1.47173,87.8152,39.5052,1.48137,88.5828,32.8676,1.41372
56.92,RECORDING,1,1737.38,1744.14,14.946,0.01612,1.48675,87.8187,39.5452,1.48179,88.5889,32.9059,1.41372
56.94,RECORDING,1,1742.99,1739.52,14.507,-0.00741,1.46746,87.8223,39.5851,1.48137,88.595,32.9444,1.41372
56.96,RECORDING,1,1736.93,1735.43,13.697,-0.01491,1.46083,87.8259,39.625,1.48067,88.6011,32.9829,1.41372
56.98,RECORDING,1,1735.84,1737.48,13.392,0.00277,1.50834,87.8295,39.6648,1.48128,88.6072,33.0218,1.41372
57.0,RECORDING,1,1736.89,1728.8,13.896,0.00407,1.50131,87.8331,39.7046,1.48175,88.6135,33.061,1.41372
57.02,RECORDING,1,1736.99,1741.67,14.191,0.01559,1.50327,87.8366,39.7445,1.48248,88.6197,33.1003,1.41372
57.04,RECORDING,1,1742.31,1737.0,14.385,0.04124,1.45463,87.8401,39.7844,1.48275,88.6258,33.1387,1.41372
57.06,RECORDING,1,1737.01,1738.14,13.602,0.01223,1.47194,87.8436,39.8243,1.48277,88.6318,33.1768,1.41372
57.08,RECORDING,1,1739.39,1736.98,13.456,0.01399,1.5139,87.8471,39.8642,1.48367,88.6379,33.2155,1.41372
57.1,RECORDING,1,1739.76,1737.38,13.022,0.00727,1.47184,87.8506,39.9041,1.48357,88.6441,33.2547,1.41372
57.12,RECORDING,1,1733.17,1728.98,14.269,0.01328,1.4921,87.8541,39.9438,1.484,88.6502,33.2932,1.41372
57.14,RECORDING,1,1744.91,1728.83,14.203,0.00382,1.50477,87.8575,39.9837,1.48447,88.6564,33.3321,1.41372
57.16,RECORDING,1,1736.15,1732.58,13.972,0.00818,1.46237,87.861,40.0235,1.4842,88.6626,33.3715,1.41372
57.18,RECORDING,1,1733.27,1737.32,14.502,0.00183,1.48834,87.8644,40.0633,1.48432,88.6688,33.4102,1.41372
57.2,RECORDING,1,1734.3,1734.96,14.12,0.01325,1.50861,87.8678,40.1031,1.48505,88.6749,33.4489,1.41372
57.22,RECORDING,1,1735.78,1738.04,15.125,0.0123,1.47505,87.8713,40.143,1.4851,88.681,33.4877,1.41372
57.24,RECORDING,1,1737.89,1730.85,12.773,-0.0032,1.45739,87.8747,40.1828,1.48448,88.6872,33.5265,1.41372
57.26,RECORDING,1,1731.16,1740.31,13.745,0.00497,1.47707,87.8782,40.2226,1.48443,88.6933,33.5654,1.41372
57.28,RECORDING,1,1735.48,1731.79,15.145,-0.01479,1.48146,87.8816,40.2624,1.48408,88.6995,33.6041,1.41372
57.3,RECORDING,1,1738.9,1735.49,13.945,0.00716,1.48111,87.8851,40.3023,1.48416,88.7055,33.6423,1.41372
57.32,RECORDING,1,1734.97,1740.36,14.305,0.01838,1.48018,87.8885,40.3422,1.48445,88.7117,33.6814,1.41372
57.34,RECORDING,1,1728.69,1729.82,13.711,0.0086,1.44447,87.892,40.3819,1.48383,88.7177,33.7193,1.41372
57.36,RECORDING,1,1734.08,1741.01,14.205,-0.00271,1.47578,87.8955,40.4218,1.48362,88.7239,33.758,1.41372
57.38,RECORDING,1,1736.69,1734.65,13.824,-0.00207,1.48027,87.899,40.4616,1.48351,88.7299,33.7962,1.41372
57.4,RECORDING,1,1742.49,1741.8,13.279,0.02614,1.47147,87.9025,40.5016,1.48378,88.736,33.8344,1.41372
57.42,RECORDING,1,1730.93,1730.47,14.086,0.00642,1.46505,87.9059,40.5413,1.48355,88.7421,33.8732,1.41372
57.44,RECORDING,1,1733.17,1735.44,14.162,0.01048,1.48865,87.9094,40.5811,1.48385,88.7482,33.9118,1.41372
57.46,RECORDING,1,1727.2,1733.98,14.153,0.0078,1.49274,87.9129,40.6208,1.48417,88.7544,33.9508,1.41372
57.48,RECORDING,1,1730.49,1742.23,13.312,0.00214,1.46487,87.9163,40.6607,1.48383,88.7606,33.9898,1.41372
57.5,RECORDING,1,1734.45,1733.27,14.47,0.01183,1.48566,87.9198,40.7005,1.4841,88.7667,34.0282,1.41372
57.52,RECORDING,1,1731.34,1733.87,13.977,0.00786,1.46615,87.9232,40.7402,1.4839,88.7729,34.0678,1.41372
57.54,RECORDING,1,1735.24,1746.52,14.039,0.00126,1.43021,87.9268,40.7802,1.48288,88.779,34.106,1.41372
57.56,RECORDING,1,1733.38,1742.47,14.504,-0.00728,1.49464,87.9303,40.8201,1.48296,88.7851,34.1444,1.41372
57.58,RECORDING,1,1736.91,1733.21,14.458,-0.00176,1.47314,87.9338,40.8599,1.48274,88.7911,34.1826,1.41372
57.6,RECORDING,1,1736.39,1737.07,13.755,0.00689,1.47602,87.9373,40.8997,1.48274,88.7972,34.2213,1.41372
57.62,RECORDING,1,1737.01,1737.82,13.64,-0.00912,1.47383,87.9408,40.9396,1.48239,88.8034,34.2602,1.41372
57.64,RECORDING,1,1741.1,1737.52,14.142,-0.00299,1.45551,87.9444,40.9795,1.48181,88.8095,34.2985,1.41372
57.66,RECORDING,1,1731.53,1732.74,13.79,-0.0108,1.47361,87.948,41.0193,1.48143,88.8156,34.3373,1.41372
57.68,RECORDING,1,1730.2,1738.74,13.995,-0.01269,1.46641,87.9516,41.0591,1.48089,88.8217,34.3757,1.41372
57.7,RECORDING,1,1737.14,1737.78,14.446,0.00076,1.47606,87.9552,41.0989,1.48082,88.8278,34.4144,1.41372
57.72,RECORDING,1,1735.4,1738.33,13.608,0.00252,1.47814,87.9588,41.1388,1.48081,88.8338,34.4524,1.41372
57.74,RECORDING,1,1734.94,1732.11,14.779,0.00901,1.46299,87.9623,41.1786,1.48065,88.84,34.4911,1.41372
57.76,RECORDING,1,1743.93,1733.35,13.504,0.00057,1.48523,87.9659,41.2185,1.48075,88.8461,34.5301,1.41372
57.78,RECORDING,1,1741.96,1741.62,14.319,0.00483,1.49092,87.9695,41.2584,1.48104,88.8523,34.5689,1.41372
57.8,RECORDING,1,1733.26,1733.59,14.319,0.00597,1.48306,87.9731,41.2982,1.4812,88.8583,34.6068,1.41372
57.82,RECORDING,1,1732.39,1737.27,13.182,0.01315,1.47338,87.9767,41.338,1.4813,88.8644,34.6451,1.41372
57.84,RECORDING,1,1733.81,1734.48,15.626,0.03387,1.47083,87.9802,41.3778,1.48177,88.8704,34.6834,1.41372
57.86,RECORDING,1,1741.47,1725.07,14.647,0.00436,1.48463,87.9838,41.4176,1.48191,88.8766,34.7224,1.41372
57.88,RECORDING,1,1732.6,1731.27,14.148,-0.00016,1.48751,87.9873,41.4573,1.48202,88.8828,34.7615,1.41372
57.9,RECORDING,1,1740.3,1735.86,14.311,0.00588,1.48273,87.9909,41.4972,1.48215,88.889,34.8007,1.41372
57.92,RECORDING,1,1734.3,1737.18,14.264,0.0048,1.46951,87.9944,41.537,1.482,88.8952,34.8401,1.41372
57.94,RECORDING,1,1730.72,1732.18,14.898,0.014,1.48653,87.9979,41.5768,1.48236,88.9013,34.8785,1.41372
57.96,RECORDING,1,1737.44,1735.69,14.406,0.01321,1.4741,88.0015,41.6166,1.48246,88.9075,34.9176,1.41372
57.98,RECORDING,1,1737.45,1740.01,13.102,-0.00489,1.46195,88.005,41.6565,1.48195,88.9137,34.9564,1.41372
58.0,RECORDING,1,1731.82,1734.6,13.521,0.00031,1.48418,88.0086,41.6963,1.482,88.92,34.9963,1.41372
58.02,RECORDING,1,1731.79,1736.7,14.793,0.00604,1.45715,88.0121,41.7361,1.48165,88.9261,35.0352,1.41372
58.04,RECORDING,1,1733.98,1740.71,13.86,-0.0019,1.49159,88.0157,41.776,1.48181,88.9322,35.0734,1.41372
58.06,RECORDING,1,1733.54,1732.01,14.355,0.00437,1.46609,88.0192,41.8157,1.48159,88.9383,35.1122,1.41372
58.08,RECORDING,1,1738.11,1740.47,14.638,0.00506,1.48882,88.0228,41.8556,1.48183,88.9445,35.1513,1.41372
58.1,RECORDING,1,1738.16,1730.59,14.955,-0.00219,1.47053,88.0264,41.8954,1.48157,88.9507,35.1901,1.41372
58.12,RECORDING,1,1733.14,1732.6,14.646,0.00413,1.46889,88.0299,41.9352,1.48141,88.9568,35.229,1.41372
58.14,RECORDING,1,1729.3,1736.96,13.976,-0.00575,1.4749,88.0335,41.975,1.48117,88.963,35.2681,1.41372
58.16,RECORDING,1,1729.27,1738.74,13.307,0.00883,1.47589,88.0371,42.0147,1.48124,88.9692,35.3072,1.41372
58.18,RECORDING,1,1728.18,1732.0,13.631,0.01182,1.48659,88.0406,42.0544,1.48158,88.9753,35.3456,1.41372
58.2,RECORDING,1,1738.75,1742.64,13.846,-0.00076,1.44025,88.0442,42.0944,1.48075,88.9814,35.3843,1.41372
58.22,RECORDING,1,1732.34,1738.49,13.524,-0.00421,1.49289,88.0478,42.1342,1.48091,88.9876,35.4235,1.41372
58.24,RECORDING,1,1726.81,1741.57,14.758,-0.01298,1.48957,88.0514,42.174,1.48082,88.9938,35.4623,1.41372
58.26,RECORDING,1,1736.23,1739.81,13.812,0.00304,1.50291,88.055,42.2139,1.48131,89.0,35.5014,1.41372
58.28,RECORDING,1,1734.03,1737.86,14.377,0.003,1.49567,88.0585,42.2537,1.48165,89.0061,35.5399,1.41372
58.3,RECORDING,1,1738.25,1739.51,13.033,-0.00575,1.47815,88.0621,42.2936,1.48146,89.0123,35.5793,1.41372
58.32,RECORDING,1,1740.81,1741.73,14.02,-0.003,1.45619,88.0657,42.3336,1.48091,89.0185,35.6185,1.41372
58.34,RECORDING,1,1728.86,1734.4,14.337,0.00352,1.45031,88.0693,42.3733,1.48039,89.0247,35.6575,1.41372
58.36,RECORDING,1,1735.94,1736.47,13.581,0.01797,1.48366,88.0729,42.4131,1.48081,89.0309,35.6966,1.41372
58.38,RECORDING,1,1740.47,1736.71,13.45,0.0146,1.4955,88.0765,42.453,1.48139,89.037,35.7353,1.41372
58.4,RECORDING,1,1734.07,1731.2,14.483,-0.00129,1.45699,88.0801,42.4928,1.4809,89.043,35.7732,1.41372
58.42,RECORDING,1,1735.96,1738.44,13.577,0.00455,1.49395,88.0837,42.5327,1.48124,89.0492,35.8123,1.41372
58.44,RECORDING,1,1739.19,1730.34,14.425,0.02101,1.4967,88.0872,42.5725,1.48195,89.0555,35.8519,1.41372
58.46,RECORDING,1,1735.95,1737.74,13.106,-0.00141,1.463,88.0908,42.6123,1.48154,89.0616,35.8904,1.41372
58.48,RECORDING,1,1744.29,1736.28,13.452,0.02022,1.49829,88.0943,42.6523,1.48227,89.0677,35.9288,1.41372
58.5,RECORDING,1,1729.99,1735.55,13.04,0.01417,1.42922,88.0979,42.692,1.48148,89.0738,35.9673,1.41372
58.52,RECORDING,1,1743.44,1732.25,13.412,0.02428,1.48478,88.1014,42.7319,1.48202,89.08,36.0064,1.41372
58.54,RECORDING,1,1737.63,1739.61,13.44,0.01259,1.46907,88.105,42.7718,1.48201,89.086,36.0444,1.41372
58.56,RECORDING,1,1738.32,1737.16,14.81,-0.00817,1.45413,88.1085,42.8117,1.48132,89.092,36.0824,1.41372
58.58,RECORDING,1,1738.77,1745.39,14.318,0.00262,1.49119,88.1121,42.8516,1.48156,89.0981,36.1207,1.41372
58.6,RECORDING,1,1731.69,1736.62,13.047,0.00523,1.48673,88.1157,42.8914,1.48177,89.1042,36.1592,1.41372
58.62,RECORDING,1,1742.76,1734.39,14.539,0.01708,1.45937,88.1192,42.9313,1.48168,89.1103,36.198,1.41372
58.64,RECORDING,1,1735.27,1729.19,13.51,0.00829,1.43608,88.1228,42.9711,1.48093,89.1165,36.2374,1.41372
58.66,RECORDING,1,1735.14,1739.09,14.829,-0.01973,1.48801,88.1264,43.0109,1.48068,89.1226,36.2757,1.41372
58.68,RECORDING,1,1733.96,1727.49,13.429,0.00976,1.47419,88.13,43.0506,1.48074,89.1288,36.3146,1.41372
58.7,RECORDING,1,1738.96,1735.17,14.384,-0.00512,1.46001,88.1336,43.0905,1.48024,89.1348,36.3529,1.41372
58.72,RECORDING,1,1735.7,1729.59,14.722,0.00172,1.46162,88.1373,43.1303,1.47992,89.141,36.392,1.41372
58.74,RECORDING,1,1732.97,1732.62,14.077,0.0007,1.49378,88.1409,43.17,1.48021,89.1471,36.4306,1.41372
58.76,RECORDING,1,1731.9,1736.0,13.147,-0.00034,1.49925,88.1445,43.2098,1.48058,89.1532,36.4691,1.41372
58.78,RECORDING,1,1735.82,1739.72,13.97,-0.00625,1.45992,88.1481,43.2497,1.48006,89.1594,36.5078,1.41372
58.8,RECORDING,1,1732.01,1737.58,14.146,0.03221,1.50967,88.1517,43.2895,1.48126,89.1654,36.5461,1.41372
58.82,RECORDING,1,1739.52,1732.58,14.072,-0.00449,1.52228,88.1552,43.3293,1.48197,89.1716,36.5847,1.41372
58.84,RECORDING,1,1733.55,1740.75,13.237,0.01143,1.45024,88.1588,43.3692,1.48156,89.1776,36.623,1.41372
58.86,RECORDING,1,1734.49,1736.96,14.085,0.00362,1.47606,88.1623,43.409,1.48152,89.1837,36.6615,1.41372
58.88,RECORDING,1,1733.02,1735.86,13.971,-0.00485,1.48781,88.1659,43.4488,1.48155,89.1898,36.6998,1.41372
58.9,RECORDING,1,1736.95,1733.42,14.754,-0.00129,1.44383,88.1695,43.4886,1.48081,89.1959,36.7385,1.41372
58.92,RECORDING,1,1741.14,1734.83,14.851,0.00825,1.46389,88.1731,43.5285,1.48066,89.2021,36.7773,1.41372
58.94,RECORDING,1,1740.56,1738.07,14.538,0.00457,1.50924,88.1767,43.5684,1.48129,89.2081,36.8154,1.41372
58.96,RECORDING,1,1739.86,1734.99,13.147,0.00367,1.47454,88.1803,43.6083,1.48123,89.2143,36.8543,1.41372
58.98,RECORDING,1,1732.48,1735.57,14.869,-0.00034,1.50241,88.1838,43.6481,1.48162,89.2204,36.8932,1.41372
59.0,RECORDING,1,1732.73,1732.54,14.548,0.00244,1.48369,88.1874,43.6878,1.48171,89.2265,36.9318,1.41372
59.02,RECORDING,1,1740.22,1742.53,13.292,0.00974,1.47807,88.1909,43.7278,1.48182,89.2328,36.9712,1.41372
59.04,RECORDING,1,1736.85,1743.16,13.871,-0.00162,1.48613,88.1945,43.7677,1.48188,89.239,37.0107,1.41372
59.06,RECORDING,1,1728.48,1737.71,13.491,0.00727,1.46033,88.1981,43.8075,1.48159,89.2453,37.0503,1.41372
59.08,RECORDING,1,1738.24,1735.32,13.599,0.00928,1.48953,88.2016,43.8473,1.48193,89.2514,37.0888,1.41372
59.1,RECORDING,1,1730.1,1731.37,13.853,0.00051,1.50172,88.2051,43.887,1.48233,89.2577,37.1285,1.41372
59.12,RECORDING,1,1742.36,1738.1,14.637,0.00095,1.45373,88.2087,43.927,1.4818,89.2638,37.1671,1.41372
59.14,RECORDING,1,1737.43,1729.57,14.946,0.00659,1.50351,88.2122,43.9668,1.48234,89.2699,37.2057,1.41372
59.16,RECORDING,1,1733.84,1730.06,13.893,0.00878,1.4724,88.2157,44.0065,1.48232,89.276,37.2442,1.41372
59.18,RECORDING,1,1734.31,1736.59,13.894,0.01745,1.45121,88.2193,44.0463,1.48205,89.2822,37.283,1.41372
59.2,RECORDING,1,1727.83,1735.9,14.163,-0.01069,1.47694,88.2228,44.0861,1.48174,89.2883,37.3216,1.41372
59.22,RECORDING,1,1737.97,1737.57,14.18,-0.00306,1.44982,88.2264,44.1259,1.48106,89.2944,37.3606,1.41372
59.24,RECORDING,1,1739.94,1734.92,13.221,0.01903,1.48759,88.23,44.1658,1.48157,89.3006,37.3994,1.41372
59.26,RECORDING,1,1725.45,1746.17,14.089,-0.01129,1.49569,88.2336,44.2056,1.48162,89.3067,37.4377,1.41372
59.28,RECORDING,1,1737.54,1741.06,14.014,-0.01195,1.47386,88.2371,44.2456,1.48124,89.3127,37.4761,1.41372
59.3,RECORDING,1,1734.61,1737.39,13.897,0.00949,1.45289,88.2407,44.2854,1.48087,89.319,37.5157,1.41372
59.32,RECORDING,1,1734.19,1734.27,14.245,-0.01239,1.47807,88.2443,44.3252,1.48057,89.3251,37.5539,1.41372
59.34,RECORDING,1,1745.46,1729.39,14.602,0.00506,1.49865,88.2479,44.365,1.48101,89.3311,37.5922,1.41372
59.36,RECORDING,1,1736.49,1737.26,14.217,0.00849,1.45487,88.2515,44.4049,1.48067,89.3372,37.6306,1.41372
59.38,RECORDING,1,1735.75,1743.26,14.825,-0.00399,1.46231,88.2551,44.4448,1.48025,89.3433,37.6691,1.41372
59.4,RECORDING,1,1735.62,1740.35,14.533,-0.0016,1.43389,88.2588,44.4847,1.47933,89.3494,37.7077,1.41372
59.42,RECORDING,1,1736.08,1729.92,14.696,0.01829,1.49289,88.2624,44.5244,1.47995,89.3555,37.7461,1.41372
59.44,RECORDING,1,1738.55,1738.44,15.064,0.01455,1.50934,88.266,44.5643,1.48078,89.3616,37.7849,1.41372
59.46,RECORDING,1,1731.82,1734.29,14.002,-0.01723,1.47131,88.2696,44.6041,1.48026,89.3679,37.8242,1.41372
59.48,RECORDING,1,1736.19,1736.0,15.457,0.00209,1.47968,88.2732,44.6439,1.48029,89.3739,37.8625,1.41372
59.5,RECORDING,1,1735.79,1734.96,13.182,0.01483,1.47358,88.2769,44.6837,1.48045,89.38,37.9007,1.41372
59.52,RECORDING,1,1737.66,1736.39,13.558,-0.01135,1.46942,88.2805,44.7236,1.48001,89.3861,37.9395,1.41372
59.54,RECORDING,1,1738.31,1735.81,14.427,-0.00349,1.47307,88.2841,44.7635,1.4798,89.3923,37.9782,1.41372
59.56,RECORDING,1,1736.84,1735.87,14.105,0.01788,1.46931,88.2877,44.8033,1.47995,89.3984,38.0171,1.41372
59.58,RECORDING,1,1736.77,1733.77,14.318,0.00622,1.46402,88.2914,44.8431,1.47977,89.4046,38.0562,1.41372
59.6,RECORDING,1,1732.4,1731.63,13.842,0.00552,1.46666,88.295,44.8828,1.47962,89.4108,38.0953,1.41372
59.62,RECORDING,1,1735.82,1736.78,15.363,0.01537,1.52771,88.2986,44.9227,1.48081,89.4171,38.1348,1.41372
59.64,RECORDING,1,1736.78,1737.09,15.125,0.00771,1.49445,88.3022,44.9625,1.48121,89.4232,38.1738,1.41372
59.66,RECORDING,1,1734.3,1734.18,14.453,-0.00169,1.46609,88.3058,45.0023,1.48089,89.4294,38.2124,1.41372
59.68,RECORDING,1,1730.54,1737.39,13.949,0.00931,1.45995,88.3094,45.0421,1.48066,89.4355,38.2511,1.41372
59.7,RECORDING,1,1731.46,1740.49,14.015,0.01163,1.4547,88.313,45.0819,1.48039,89.4416,38.2897,1.41372
59.72,RECORDING,1,1731.29,1726.48,14.175,0.01359,1.50307,88.3166,45.1216,1.48109,89.4477,38.3279,1.41372
59.74,RECORDING,1,1743.09,1729.26,13.37,-0.00101,1.45867,88.3202,45.1615,1.48062,89.4538,38.3668,1.41372
59.76,RECORDING,1,1735.45,1733.16,13.158,0.00362,1.4754,88.3238,45.2012,1.48059,89.46,38.4057,1.41372
59.78,RECORDING,1,1733.27,1736.37,13.249,0.00089,1.4669,88.3274,45.241,1.48033,89.4661,38.4445,1.41372
59.8,RECORDING,1,1734.5,1735.95,13.272,-0.00893,1.45757,88.331,45.2809,1.4797,89.4723,38.4837,1.41372
59.82,RECORDING,1,1739.08,1732.6,13.46,0.02306,1.46937,88.3346,45.3207,1.47995,89.4784,38.5222,1.41372
59.84,RECORDING,1,1734.78,1732.83,14.849,0.0091,1.48564,88.3382,45.3605,1.48023,89.4845,38.5609,1.41372
59.86,RECORDING,1,1742.4,1731.67,13.026,0.01468,1.48073,88.3419,45.4003,1.48053,89.4908,38.6,1.41372
59.88,RECORDING,1,1734.27,1739.32,13.947,0.02289,1.45218,88.3455,45.4402,1.48043,89.4969,38.6389,1.41372
59.9,RECORDING,1,1737.63,1740.0,14.515,0.00055,1.47139,88.3491,45.4801,1.48026,89.5031,38.6783,1.41372
59.92,RECORDING,1,1734.57,1738.91,13.769,0.00268,1.49541,88.3527,45.5199,1.48062,89.5092,38.7165,1.41372
59.94,RECORDING,1,1735.81,1737.18,13.929,0.0041,1.43352,88.3563,45.5598,1.47977,89.5154,38.7555,1.41372
59.96,RECORDING,1,1732.63,1737.66,13.632,-0.00194,1.4761,88.36,45.5996,1.47966,89.5216,38.7945,1.41372
59.98,RECORDING,1,1745.09,1733.32,13.447,-0.01325,1.48315,88.3636,45.6395,1.47947,89.5278,38.834,1.41372
60.0,RECORDING,1,1736.02,1732.99,13.764,0.01349,1.49526,88.3672,45.6793,1.48005,89.5339,38.8722,1.41372
60.02,RECORDING,1,1737.66,1740.68,14.588,-0.00041,1.49478,88.3709,45.7192,1.48032,89.54,38.9111,1.41372
60.04,RECORDING,1,1736.84,1739.21,14.161,0.02467,1.4533,88.3745,45.759,1.48028,89.5461,38.9497,1.41372
60.06,RECORDING,1,1737.64,1732.07,15.348,-0.00097,1.47569,88.3781,45.7988,1.48018,89.5523,38.9883,1.41372
60.08,RECORDING,1,1736.16,1736.07,14.985,0.0035,1.48595,88.3817,45.8387,1.48035,89.5584,39.027,1.41372
60.1,RECORDING,1,1740.36,1742.05,13.443,0.00693,1.44852,88.3853,45.8786,1.47986,89.5646,39.0662,1.41372
60.12,RECORDING,1,1738.13,1741.73,13.698,0.00129,1.49825,88.389,45.9185,1.48024,89.5707,39.1045,1.41372
60.14,RECORDING,1,1737.94,1739.33,13.734,0.00096,1.46837,88.3926,45.9584,1.48003,89.577,39.1444,1.41372
60.16,RECORDING,1,1742.27,1730.45,13.701,0.01913,1.47401,88.3962,45.9983,1.48029,89.5831,39.183,1.41372
60.18,RECORDING,1,1731.99,1737.14,13.873,0.00282,1.48584,88.3998,46.0381,1.48045,89.5893,39.2224,1.41372
60.2,RECORDING,1,1739.27,1730.43,14.115,0.01855,1.4514,88.4034,46.0779,1.48025,89.5955,39.2611,1.41372
60.22,RECORDING,1,1735.86,1731.76,14.389,-0.00415,1.472,88.4071,46.1177,1.48001,89.6016,39.2996,1.41372
60.24,RECORDING,1,1734.64,1738.01,13.244,-0.00958,1.47691,88.4107,46.1575,1.47976,89.6077,39.3387,1.41372
60.26,RECORDING,1,1741.52,1734.29,14.242,0.00654,1.47991,88.4143,46.1974,1.47989,89.6139,39.3777,1.41372
60.28,RECORDING,1,1736.15,1734.09,13.858,0.01571,1.48461,88.4179,46.2372,1.48029,89.6202,39.4171,1.41372
60.3,RECORDING,1,1741.23,1733.43,14.069,-0.0022,1.45128,88.4216,46.277,1.47968,89.6263,39.4561,1.41372
60.32,RECORDING,1,1739.68,1735.14,14.138,-0.00979,1.47242,88.4252,46.3169,1.47935,89.6324,39.4941,1.41372
60.34,RECORDING,1,1735.76,1734.73,14.594,0.00838,1.48198,88.4289,46.3567,1.47957,89.6386,39.5335,1.41372
60.36,RECORDING,1,1737.11,1734.5,13.589,0.00127,1.4552,88.4325,46.3965,1.47911,89.6448,39.5726,1.41372
60.38,RECORDING,1,1735.58,1735.79,14.66,-0.00021,1.52706,88.4362,46.4364,1.48002,89.651,39.6119,1.41372
60.4,RECORDING,1,1734.22,1736.75,13.982,-0.00198,1.47536,88.4398,46.4762,1.47989,89.6572,39.6508,1.41372
60.42,RECORDING,1,1729.33,1740.51,13.662,0.00369,1.43978,88.4435,46.516,1.47917,89.6633,39.6892,1.41372
60.44,RECORDING,1,1738.4,1731.23,14.781,-0.0062,1.46606,88.4471,46.5558,1.4788,89.6694,39.7277,1.41372
60.46,RECORDING,1,1738.82,1741.14,12.84,-0.01226,1.50305,88.4508,46.5957,1.47905,89.6755,39.7663,1.41372
60.48,RECORDING,1,1737.91,1730.3,13.746,0.01081,1.46801,88.4545,46.6355,1.47904,89.6816,39.8048,1.41372
60.5,RECORDING,1,1742.13,1733.47,14.098,0.01504,1.50614,88.4581,46.6753,1.47987,89.6878,39.8438,1.41372
60.52,RECORDING,1,1737.13,1738.52,13.803,0.00335,1.4647,88.4617,46.7152,1.47963,89.6939,39.8825,1.41372
60.54,RECORDING,1,1737.76,1739.45,13.409,-0.00723,1.47495,88.4654,46.7551,1.4794,89.7,39.921,1.41372
60.56,RECORDING,1,1743.89,1737.12,14.072,0.00357,1.44478,88.4691,46.795,1.4788,89.7061,39.9597,1.41372
60.58,RECORDING,1,1733.45,1742.0,12.763,0.02116,1.44762,88.4728,46.8349,1.47857,89.7122,39.9982,1.41372
60.6,RECORDING,1,1744.03,1746.52,14.859,0.00263,1.49177,88.4765,46.8749,1.47887,89.7183,40.0369,1.41372
60.62,RECORDING,1,1734.08,1734.49,14.119,-0.02623,1.48822,88.4801,46.9147,1.47854,89.7244,40.0754,1.41372
60.64,RECORDING,1,1735.01,1731.97,13.835,0.01033,1.46105,88.4838,46.9545,1.4784,89.7305,40.114,1.41372
60.66,RECORDING,1,1737.64,1731.04,14.054,-0.00712,1.49198,88.4875,46.9943,1.47852,89.7368,40.1536,1.41372
60.68,RECORDING,1,1732.21,1738.65,12.85,0.00571,1.49247,88.4912,47.0341,1.47892,89.743,40.1926,1.41372
60.7,RECORDING,1,1732.98,1736.41,13.492,0.00852,1.48927,88.4948,47.0739,1.47929,89.749,40.2307,1.41372
60.72,RECORDING,1,1740.61,1741.46,14.744,-0.00319,1.48213,88.4985,47.1138,1.47928,89.7552,40.2697,1.41372
60.74,RECORDING,1,1738.31,1736.93,13.223,0.02332,1.52337,88.5021,47.1537,1.48063,89.7613,40.3084,1.41372
60.76,RECORDING,1,1736.44,1725.98,15.045,0.00217,1.52467,88.5057,47.1934,1.48149,89.7675,40.3473,1.41372
60.78,RECORDING,1,1732.11,1738.22,14.467,-0.00987,1.47222,88.5092,47.2332,1.48112,89.7735,40.3854,1.41372
60.8,RECORDING,1,1738.09,1738.83,14.218,-0.02182,1.4318,88.5129,47.2731,1.47974,89.7797,40.4244,1.41372
60.82,RECORDING,1,1737.67,1742.32,13.088,0.00768,1.49089,88.5165,47.313,1.48012,89.7858,40.463,1.41372
60.84,RECORDING,1,1732.46,1729.97,14.149,-0.00041,1.47539,88.5201,47.3528,1.48002,89.7919,40.5017,1.41372
60.86,RECORDING,1,1735.42,1735.75,14.182,-0.00118,1.47682,88.5237,47.3926,1.47993,89.7982,40.5409,1.41372
60.88,RECORDING,1,1734.03,1732.78,14.195,-0.00423,1.48764,88.5274,47.4324,1.48,89.8044,40.5801,1.41372
60.9,RECORDING,1,1736.12,1740.34,14.347,-0.01531,1.47768,88.531,47.4722,1.47965,89.8105,40.619,1.41372
60.92,RECORDING,1,1738.73,1736.66,14.018,0.01467,1.48956,88.5346,47.5121,1.48013,89.8167,40.6579,1.41372
60.94,RECORDING,1,1730.91,1736.56,14.592,0.00538,1.45404,88.5383,47.5519,1.47974,89.8229,40.6969,1.41372
60.96,RECORDING,1,1739.18,1738.61,14.654,0.00568,1.48163,88.5419,47.5918,1.47989,89.829,40.7357,1.41372
60.98,RECORDING,1,1739.6,1731.98,15.017,0.00775,1.48562,88.5455,47.6316,1.48015,89.8351,40.7744,1.41372
61.0,RECORDING,1,1739.1,1739.35,12.727,0.01316,1.46869,88.5492,47.6715,1.48017,89.8413,40.8135,1.41372
61.02,RECORDING,1,1733.1,1739.65,14.556,0.00753,1.46682,88.5528,47.7113,1.48006,89.8476,40.8528,1.41372
61.04,RECORDING,1,1736.6,1732.45,15.444,-0.00259,1.49979,88.5564,47.7511,1.48038,89.8537,40.8915,1.41372
61.06,RECORDING,1,1742.67,1732.9,13.68,-0.01758,1.47038,88.56,47.791,1.47984,89.8599,40.9307,1.41372
61.08,RECORDING,1,1731.11,1736.84,13.866,0.00407,1.47663,88.5637,47.8308,1.47985,89.8661,40.9702,1.41372
61.1,RECORDING,1,1734.36,1736.62,13.958,-0.00299,1.47019,88.5673,47.8706,1.4796,89.8723,41.0089,1.41372
